 education, marital-status, occupation, relationship, sex, native-country,age, education-num, capital-gain, capital-loss, hours-per-week, income
 Some-college, Never-married, Adm-clerical, Own-child, Female, Jamaica,28,10,0,0,40, <=50K
 Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, United-States,59,12,7298,0,20, >50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,28,9,0,0,40, <=50K
 Some-college, Never-married, Craft-repair, Not-in-family, Male, United-States,24,10,0,0,40, <=50K
 10th, Married-spouse-absent, Handlers-cleaners, Not-in-family, Male, United-States,20,6,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,54,13,0,0,40, >50K
 HS-grad, Divorced, Other-service, Not-in-family, Male, United-States,65,9,0,0,25, <=50K
 Some-college, Never-married, ?, Own-child, Male, United-States,18,10,0,0,30, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,38,10,0,0,40, >50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,29,9,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Own-child, Female, United-States,27,9,0,0,40, <=50K
 Masters, Married-civ-spouse, Other-service, Husband, Male, United-States,36,14,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,55,9,0,0,40, <=50K
 5th-6th, Never-married, Machine-op-inspct, Not-in-family, Male, Mexico,22,3,0,0,30, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,28,13,0,0,40, <=50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,20,10,0,0,30, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,24,13,3908,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,36,14,15024,0,50, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,68,9,0,0,40, <=50K
 HS-grad, Divorced, Sales, Not-in-family, Male, United-States,49,9,0,0,50, >50K
 7th-8th, Never-married, Machine-op-inspct, Own-child, Male, United-States,18,4,0,0,40, <=50K
 Doctorate, Divorced, Prof-specialty, Not-in-family, Female, United-States,50,16,0,0,60, >50K
 12th, Separated, Priv-house-serv, Unmarried, Female, United-States,37,8,0,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,60,14,0,0,50, >50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,43,10,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,43,16,0,0,70, >50K
 11th, Never-married, Priv-house-serv, Own-child, Female, United-States,17,7,0,0,9, <=50K
 Some-college, Never-married, Exec-managerial, Not-in-family, Female, United-States,43,10,0,0,50, <=50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, ?,39,10,0,0,26, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,21,10,0,0,15, <=50K
 Doctorate, Never-married, Prof-specialty, Not-in-family, Male, ?,42,16,0,0,7, <=50K
 Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,48,10,7298,0,60, >50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,56,13,14084,0,45, >50K
 Assoc-acdm, Never-married, Other-service, Own-child, Female, United-States,21,12,0,0,30, <=50K
 Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Male, Hong,28,12,0,0,40, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,39,9,0,0,40, >50K
 7th-8th, Married-civ-spouse, Sales, Husband, Male, United-States,40,4,4064,0,40, <=50K
 Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Male, United-States,38,12,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,59,10,0,0,36, >50K
 HS-grad, Married-civ-spouse, Tech-support, Husband, Male, United-States,51,9,0,0,40, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,19,9,0,0,16, <=50K
 HS-grad, Never-married, Machine-op-inspct, Not-in-family, Female, United-States,23,9,0,0,40, <=50K
 Bachelors, Divorced, Prof-specialty, Not-in-family, Female, United-States,31,13,0,0,40, <=50K
 Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,42,12,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,43,9,0,0,40, >50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,45,10,0,0,55, >50K
 Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,34,10,0,0,35, <=50K
 HS-grad, Never-married, Machine-op-inspct, Own-child, Male, United-States,21,9,0,0,30, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,34,10,0,0,40, >50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,55,10,0,0,40, >50K
 Assoc-voc, Never-married, Prof-specialty, Not-in-family, Female, United-States,30,11,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, Ireland,29,9,3137,0,48, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,19,10,0,0,20, <=50K
 Bachelors, Divorced, Prof-specialty, Not-in-family, Male, United-States,45,13,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Other-service, Husband, Male, Philippines,42,13,0,0,72, >50K
 Bachelors, Never-married, Sales, Not-in-family, Female, United-States,32,13,0,1590,40, <=50K
 Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,90,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,44,13,0,0,44, >50K
 HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,34,9,0,0,40, >50K
 12th, Separated, Other-service, Not-in-family, Female, United-States,35,8,0,0,30, <=50K
 Some-college, Never-married, Craft-repair, Not-in-family, Male, United-States,39,10,0,0,25, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,29,13,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Unmarried, Female, United-States,24,9,0,0,32, <=50K
 Some-college, Married-civ-spouse, Other-service, Husband, Male, United-States,49,10,0,0,17, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, ?,52,10,0,0,40, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, South,54,13,15024,0,60, >50K
 9th, Divorced, Transport-moving, Not-in-family, Male, United-States,31,5,0,0,40, <=50K
 Some-college, Divorced, Exec-managerial, Not-in-family, Female, United-States,44,10,0,0,50, <=50K
 Some-college, Never-married, ?, Own-child, Female, United-States,18,10,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,27,9,0,0,40, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,24,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,30,9,0,0,60, <=50K
 Some-college, Divorced, Exec-managerial, Own-child, Female, United-States,27,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, Italy,34,13,0,0,20, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,25,10,0,0,19, <=50K
 HS-grad, Divorced, Exec-managerial, Unmarried, Female, United-States,39,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,28,10,0,0,40, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,51,9,0,0,70, <=50K
 HS-grad, Married-civ-spouse, ?, Other-relative, Female, United-States,21,9,0,0,35, <=50K
 Some-college, Never-married, Sales, Not-in-family, Male, South,33,10,0,0,26, <=50K
 Assoc-voc, Never-married, Handlers-cleaners, Own-child, Female, United-States,27,11,0,0,38, <=50K
 HS-grad, Never-married, Exec-managerial, Not-in-family, Male, United-States,29,9,0,0,40, <=50K
 10th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,33,6,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,37,9,0,0,50, >50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,20,9,0,0,40, <=50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,24,13,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Own-child, Female, United-States,29,9,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,31,13,0,2246,45, >50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,41,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,42,10,0,0,40, <=50K
 Some-college, Never-married, Sales, Not-in-family, Female, United-States,20,10,0,0,30, <=50K
 9th, Separated, Craft-repair, Unmarried, Male, United-States,54,5,0,0,40, <=50K
 Bachelors, Married-spouse-absent, Craft-repair, Unmarried, Female, Ireland,55,13,0,0,55, <=50K
 HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,21,9,0,0,32, <=50K
 Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,52,11,0,1977,45, >50K
 HS-grad, Never-married, Adm-clerical, Own-child, Male, United-States,19,9,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,33,11,0,0,40, <=50K
 HS-grad, Separated, Other-service, Unmarried, Female, United-States,22,9,0,0,35, <=50K
 HS-grad, Never-married, Exec-managerial, Unmarried, Female, United-States,59,9,0,625,38, <=50K
 10th, Never-married, ?, Own-child, Male, United-States,17,6,0,0,40, <=50K
 12th, Never-married, Sales, Own-child, Male, United-States,31,8,0,0,32, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,74,9,0,0,40, >50K
 10th, Divorced, Other-service, Unmarried, Female, United-States,45,6,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,36,9,0,0,40, <=50K
 Some-college, Divorced, Exec-managerial, Not-in-family, Male, United-States,35,10,0,0,60, <=50K
 Some-college, Divorced, Craft-repair, Not-in-family, Male, United-States,45,10,0,0,40, <=50K
 HS-grad, Never-married, Farming-fishing, Own-child, Male, United-States,42,9,0,0,85, <=50K
 Masters, Divorced, Prof-specialty, Unmarried, Female, United-States,50,14,0,0,40, <=50K
 HS-grad, Divorced, Exec-managerial, Other-relative, Female, United-States,39,9,0,0,40, <=50K
 Some-college, Separated, Exec-managerial, Not-in-family, Male, England,44,10,0,1980,45, <=50K
 1st-4th, Married-civ-spouse, Farming-fishing, Husband, Male, Mexico,52,2,0,0,56, >50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,24,13,0,0,43, <=50K
 9th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,56,5,0,0,99, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,27,9,0,0,50, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,47,13,0,1902,45, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,40,15,0,1977,60, >50K
 HS-grad, Never-married, Prof-specialty, Not-in-family, Male, United-States,38,9,0,0,40, <=50K
 Assoc-voc, Divorced, Sales, Not-in-family, Female, United-States,27,11,0,0,40, <=50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,52,9,0,0,38, <=50K
 HS-grad, Divorced, Sales, Own-child, Male, United-States,22,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, Italy,41,10,0,0,40, <=50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,30,9,0,0,20, <=50K
 Bachelors, Married-civ-spouse, Other-service, Other-relative, Male, Philippines,55,13,0,0,35, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Male, United-States,25,10,0,1590,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, Male, United-States,32,13,0,0,40, <=50K
 Some-college, Separated, Other-service, Not-in-family, Female, United-States,28,10,0,0,60, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,33,9,0,0,50, <=50K
 HS-grad, Never-married, Farming-fishing, Own-child, Male, United-States,17,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,27,9,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,55,11,0,0,20, <=50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,63,10,0,0,18, >50K
 HS-grad, Married-civ-spouse, Other-service, Wife, Female, United-States,39,9,5013,0,40, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,51,16,4386,0,52, >50K
 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,67,4,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, ?,41,13,0,0,72, <=50K
 HS-grad, Widowed, Craft-repair, Unmarried, Female, United-States,27,9,0,1594,26, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,54,14,0,0,45, >50K
 10th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,59,6,0,0,40, >50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,18,9,0,0,25, <=50K
 HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,19,9,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,31,9,0,0,50, <=50K
 11th, Never-married, Other-service, Own-child, Female, United-States,17,7,0,0,7, <=50K
 HS-grad, Married-civ-spouse, Tech-support, Husband, Male, United-States,42,9,15024,0,40, >50K
 Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, Female, United-States,37,10,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,51,9,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,48,9,2463,0,40, <=50K
 HS-grad, Never-married, Transport-moving, Own-child, Male, United-States,23,9,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Sales, Husband, Male, United-States,27,11,0,0,45, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,25,9,0,0,40, <=50K
 Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Female, Germany,69,12,2964,0,6, <=50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,30,13,0,0,44, <=50K
 HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, India,33,9,0,0,35, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,28,9,0,0,48, <=50K
 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,45,3,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Male, United-States,25,10,0,0,15, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,37,11,0,0,45, >50K
 Preschool, Never-married, Machine-op-inspct, Not-in-family, Male, Dominican-Republic,59,1,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Own-child, Female, United-States,26,9,0,0,30, <=50K
 Some-college, Separated, Other-service, Not-in-family, Female, Peru,48,10,0,0,25, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,64,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,39,13,0,0,50, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Male, United-States,24,13,0,0,40, <=50K
 Masters, Never-married, Exec-managerial, Not-in-family, Female, United-States,40,14,0,0,35, <=50K
 Masters, Married-spouse-absent, Exec-managerial, Not-in-family, Male, United-States,46,14,0,0,70, >50K
 Some-college, Married-civ-spouse, Protective-serv, Husband, Male, United-States,35,10,0,0,40, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,43,9,0,0,40, >50K
 HS-grad, Separated, Transport-moving, Not-in-family, Male, United-States,31,9,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,22,10,0,0,25, <=50K
 Some-college, Never-married, Other-service, Not-in-family, Male, United-States,35,10,0,0,30, <=50K
 HS-grad, Separated, Transport-moving, Not-in-family, Male, United-States,35,9,0,0,50, <=50K
 Some-college, Divorced, Tech-support, Unmarried, Female, United-States,35,10,0,0,40, <=50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,40,15,0,0,40, >50K
 Masters, Never-married, Prof-specialty, Unmarried, Female, United-States,50,14,0,0,40, <=50K
 Prof-school, Divorced, Prof-specialty, Unmarried, Male, United-States,48,15,14084,0,63, >50K
 Masters, Married-civ-spouse, ?, Husband, Male, United-States,70,14,0,0,8, <=50K
 HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,46,9,0,0,40, <=50K
 HS-grad, Divorced, Machine-op-inspct, Unmarried, Female, United-States,36,9,0,0,38, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,37,13,0,0,36, >50K
 9th, Married-civ-spouse, Sales, Husband, Male, Mexico,24,5,0,0,45, <=50K
 Bachelors, Separated, Prof-specialty, Not-in-family, Female, United-States,47,13,0,0,70, <=50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,35,9,0,0,50, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, Vietnam,43,13,0,0,40, <=50K
 11th, Never-married, Other-service, Own-child, Male, United-States,18,7,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,54,9,0,0,50, <=50K
 HS-grad, Never-married, Other-service, Other-relative, Female, United-States,62,9,0,0,38, <=50K
 Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,36,13,0,0,48, >50K
 9th, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,27,5,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Other-relative, Male, Puerto-Rico,23,10,0,0,14, <=50K
 Bachelors, Married-civ-spouse, ?, Husband, Male, United-States,61,13,4386,0,15, >50K
 Bachelors, Divorced, Craft-repair, Not-in-family, Male, ?,39,13,0,1669,60, <=50K
 5th-6th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,33,3,0,0,50, >50K
 1st-4th, Never-married, Machine-op-inspct, Not-in-family, Female, Mexico,28,2,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Own-child, Male, United-States,22,9,0,0,20, <=50K
 Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,31,11,0,0,60, >50K
